area_sqft,bedrooms,bathrooms,floors,house_age,distance_to_city_km,school_rating,crime_index,garage_spaces,neighborhood,condition,price
1143,2,3,2,17,22.7,5.12,1.5,1,Premium,Standard,351432.0
3955,3,4,2,26,18.51,3.29,4.28,1,Suburban,Renovated,950568.0
3649,5,2,2,30,29.94,4.21,7.18,1,Family,Renovated,755302.0
1075,3,3,1,36,15.67,9.04,4.08,0,Suburban,Standard,339759.0
3440,2,2,3,24,28.87,5.8,1.6,3,Family,Renovated,792999.0
1065,1,4,2,4,28.18,4.73,3.86,2,Urban,Renovated,307538.0
3210,2,4,3,23,33.7,3.73,3.2,1,Urban,Standard,707528.0
961,1,4,2,12,9.46,5.88,1.05,1,Suburban,Standard,425285.0
2383,1,3,1,1,25.13,7.73,5.81,2,Urban,Standard,541721.0
2985,5,4,3,2,26.74,4.29,2.05,0,Premium,Standard,835360.0
3237,1,2,1,23,32.83,8.06,3.59,3,Suburban,Needs Work,680493.0
2136,3,2,1,37,31.83,7.04,6.77,2,Suburban,Standard,433085.0
3921,5,4,3,20,20.5,8.3,7.53,0,Urban,Standard,922958.0
3398,5,1,3,17,20.69,4.01,3.37,2,Urban,Standard,802821.0
1389,1,3,3,3,6.69,7.05,3.96,3,Premium,Needs Work,492925.0
3032,1,1,2,27,34.15,3.23,3.22,0,Suburban,Standard,639151.0
3243,2,3,3,2,9.67,4.91,9.61,2,Urban,Standard,769955.0
1834,3,2,1,33,25.64,7.79,2.71,2,Urban,Standard,410742.0
3270,5,2,3,32,28.06,7.05,2.65,3,Urban,Standard,768179.0
3839,2,2,2,39,16.0,3.5,5.01,2,Premium,Needs Work,833378.0
3550,1,2,1,11,8.18,8.87,2.7,2,Urban,Standard,895124.0
3356,2,2,2,6,7.42,2.43,2.41,3,Suburban,Renovated,818973.0
2902,5,2,2,11,30.12,6.76,1.86,3,Premium,Standard,775065.0
1610,1,3,1,31,18.37,9.87,6.76,1,Suburban,Standard,399869.0
3473,2,4,2,8,4.06,6.25,6.51,2,Suburban,Needs Work,884369.0
1942,1,3,2,35,25.38,8.41,6.85,0,Suburban,Standard,467339.0
2539,1,3,1,6,9.51,6.76,7.96,3,Family,Standard,672466.0
1766,5,4,1,1,30.8,8.26,3.94,3,Suburban,Standard,568227.0
1761,1,4,3,8,11.53,7.24,9.27,1,Suburban,Standard,485923.0
1209,2,1,2,30,7.81,7.53,7.6,2,Family,Needs Work,304490.0
4062,5,3,2,24,3.89,3.82,8.24,3,Premium,Standard,1009275.0
1174,4,1,2,14,18.39,7.93,7.49,0,Premium,Standard,338553.0
956,1,1,2,26,16.33,3.9,4.23,2,Family,Standard,222992.0
3973,3,4,2,25,26.54,9.85,3.55,3,Urban,Renovated,975384.0
2620,5,1,2,22,16.8,3.82,4.8,3,Family,Standard,623473.0
2204,3,4,3,20,12.69,3.89,1.87,0,Premium,Renovated,694032.0
3268,3,4,3,4,9.9,8.87,5.06,3,Suburban,Standard,925829.0
2010,3,4,1,10,10.46,3.94,1.39,3,Suburban,Needs Work,590387.0
1104,4,3,3,21,32.55,4.89,1.04,0,Urban,Standard,313563.0
3240,1,4,3,5,6.61,7.72,9.38,2,Family,Standard,827627.0
1274,5,1,1,19,34.6,3.27,7.2,2,Urban,Standard,215515.0
2613,5,4,3,4,12.12,3.27,6.06,3,Suburban,Renovated,759753.0
4019,1,1,2,31,4.01,5.89,4.07,0,Premium,Standard,947574.0
3973,5,2,3,4,9.46,3.95,6.13,3,Premium,Standard,1042018.0
1930,5,1,2,3,2.99,3.89,9.02,2,Urban,Standard,558447.0
3420,4,2,3,25,27.86,2.07,6.87,1,Family,Standard,712681.0
2824,2,3,1,8,18.43,4.96,6.42,1,Suburban,Standard,675474.0
2351,3,2,1,14,12.46,4.55,5.14,3,Family,Needs Work,535457.0
1146,5,4,3,12,23.51,2.25,4.11,3,Urban,Standard,368145.0
1986,1,3,2,8,22.44,6.97,7.29,1,Urban,Standard,478693.0
2964,5,3,2,30,32.96,7.01,9.83,3,Premium,Standard,748872.0
4152,5,4,1,27,33.68,2.57,4.82,2,Urban,Standard,892282.0
667,4,2,1,9,24.14,4.54,4.53,0,Suburban,Needs Work,200302.0
3198,2,2,3,27,28.81,8.98,4.85,2,Urban,Standard,753897.0
3654,3,4,1,28,27.94,6.66,4.83,3,Family,Renovated,888649.0
4026,1,3,2,21,17.7,5.3,9.92,0,Family,Renovated,876198.0
2154,5,3,1,23,24.95,5.72,7.36,0,Family,Standard,524020.0
1070,2,2,1,37,3.66,3.67,4.23,0,Family,Standard,238216.0
1611,1,1,1,18,26.77,8.5,4.34,2,Family,Renovated,392185.0
3669,4,1,3,15,33.7,9.31,4.88,0,Suburban,Needs Work,819316.0
3766,4,1,3,21,3.89,9.29,1.33,3,Suburban,Standard,969774.0
2911,4,1,1,33,29.43,3.79,5.75,0,Family,Needs Work,560371.0
1085,1,3,2,28,32.72,4.49,8.3,0,Family,Standard,148821.0
1082,4,1,2,3,8.69,3.28,6.95,1,Family,Renovated,324580.0
2347,4,3,2,18,18.84,4.46,2.79,3,Family,Renovated,643787.0
2738,4,4,3,29,32.55,4.66,7.55,3,Urban,Renovated,638321.0
764,5,4,1,8,33.65,7.06,7.48,1,Family,Standard,241111.0
3085,2,2,1,39,5.35,3.52,3.36,2,Family,Standard,696451.0
2583,2,1,2,32,12.87,9.36,6.61,3,Premium,Renovated,722354.0
693,5,4,2,33,24.74,2.82,6.5,3,Family,Standard,191419.0
989,3,1,1,3,8.53,2.06,8.56,0,Suburban,Standard,213620.0
2262,3,3,3,23,12.04,8.84,2.22,3,Family,Standard,693394.0
3215,2,3,1,21,1.79,7.63,2.75,3,Urban,Standard,780201.0
3580,4,1,1,25,6.22,4.84,5.37,2,Family,Standard,826426.0
2181,4,3,2,34,20.12,6.76,1.4,2,Urban,Standard,553080.0
1698,1,1,2,14,23.21,3.79,4.74,1,Suburban,Needs Work,342185.0
4087,3,1,1,21,23.06,3.35,8.09,3,Urban,Standard,787904.0
2277,5,4,1,27,27.46,5.77,2.34,3,Suburban,Standard,599459.0
1769,2,4,1,30,15.12,4.83,5.14,2,Urban,Standard,421611.0
2220,2,2,2,30,10.3,6.92,9.91,2,Family,Standard,535348.0
692,5,4,2,13,1.53,3.75,5.55,1,Suburban,Standard,331965.0
1721,1,4,1,39,8.03,7.3,5.48,2,Family,Renovated,456770.0
2480,2,4,2,0,11.62,8.13,6.03,0,Suburban,Standard,676849.0
3910,3,1,3,19,7.06,3.33,2.67,3,Urban,Standard,930460.0
3270,4,2,1,24,1.68,2.35,2.32,2,Family,Needs Work,736954.0
3423,1,3,3,2,6.35,5.52,7.1,2,Premium,Renovated,940227.0
2584,3,4,1,18,23.65,8.19,4.56,0,Suburban,Standard,660486.0
1042,1,4,1,23,22.41,7.21,3.61,2,Family,Standard,297972.0
2037,4,2,1,24,32.81,7.62,1.28,0,Family,Standard,564007.0
4189,4,1,1,4,28.14,5.22,8.61,3,Suburban,Standard,908785.0
806,3,4,1,11,20.3,3.88,1.29,2,Family,Renovated,336708.0
3771,2,2,2,9,5.68,6.25,7.75,1,Premium,Standard,935216.0
3079,1,2,2,25,20.18,3.63,4.44,3,Premium,Needs Work,718708.0
1657,5,4,3,13,3.09,7.81,6.39,3,Suburban,Needs Work,582367.0
3411,4,3,2,22,15.65,3.58,3.23,0,Urban,Needs Work,739765.0
3620,2,2,2,29,14.27,4.33,2.4,0,Urban,Standard,790411.0
803,3,1,2,31,15.55,6.05,5.8,1,Family,Renovated,216752.0
1027,4,2,1,7,10.51,5.89,7.26,0,Premium,Renovated,380841.0
3013,4,4,3,36,24.32,6.81,2.76,2,Suburban,Renovated,824882.0
4196,3,2,1,6,29.59,5.5,4.93,2,Premium,Standard,987815.0
735,2,3,3,0,27.13,9.36,5.0,2,Urban,Renovated,250125.0
3013,4,2,3,1,22.34,8.72,2.94,0,Suburban,Standard,845164.0
1134,4,4,3,8,19.3,9.03,6.09,3,Family,Standard,411358.0
2957,3,4,2,34,2.06,7.04,2.31,3,Suburban,Standard,815060.0
2862,1,3,1,8,25.58,7.08,5.59,2,Urban,Needs Work,660799.0
971,3,4,3,27,19.53,6.87,2.02,0,Suburban,Renovated,373704.0
3066,4,3,1,16,10.21,5.48,5.37,1,Suburban,Renovated,800579.0
3834,5,2,2,1,12.15,4.58,3.8,2,Premium,Renovated,1027838.0
3715,3,3,3,17,32.81,6.74,5.07,2,Family,Renovated,846953.0
752,2,4,3,1,22.23,2.2,4.9,0,Suburban,Standard,231349.0
1523,3,4,3,19,17.18,2.06,9.17,3,Suburban,Needs Work,361324.0
1504,1,1,1,22,22.11,8.81,5.41,3,Suburban,Renovated,416301.0
2259,1,3,3,20,15.07,2.37,8.37,2,Suburban,Standard,486487.0
1157,4,1,1,11,16.99,6.2,3.03,1,Suburban,Renovated,385122.0
3682,5,3,2,30,10.87,6.92,4.17,2,Urban,Needs Work,831484.0
3407,5,3,3,23,15.96,3.59,1.68,0,Family,Standard,847553.0
3519,3,2,2,10,24.31,9.17,4.79,2,Suburban,Standard,872725.0
1353,1,4,3,17,2.36,3.52,7.02,0,Suburban,Standard,430871.0
701,5,4,2,4,28.03,9.08,8.54,0,Urban,Renovated,292458.0
3882,3,1,1,36,10.62,8.1,6.09,2,Family,Renovated,891925.0
1675,2,1,1,30,24.21,3.93,6.76,2,Urban,Standard,294248.0
2979,5,1,2,11,22.85,3.21,2.6,3,Suburban,Standard,713782.0
3878,4,4,3,26,23.19,4.53,1.33,2,Family,Needs Work,923451.0
778,4,3,2,27,21.68,5.18,8.13,3,Suburban,Standard,233956.0
669,2,3,3,24,33.61,3.97,2.5,3,Family,Standard,152189.0
669,5,4,2,2,18.28,9.99,1.82,1,Urban,Standard,326693.0
1204,3,4,1,35,25.9,3.84,9.44,3,Premium,Standard,325559.0
833,3,1,1,38,24.99,8.65,9.67,1,Family,Standard,193473.0
3560,4,1,2,38,9.03,3.27,6.55,2,Suburban,Standard,787073.0
2801,4,2,3,39,10.63,9.84,4.41,0,Premium,Renovated,840574.0
4129,1,2,3,37,15.42,3.8,8.5,0,Suburban,Standard,868237.0
3495,2,3,1,29,10.44,5.37,2.84,2,Family,Standard,837493.0
4069,2,1,2,2,13.47,6.47,4.86,1,Family,Standard,927202.0
1496,5,2,3,18,14.29,2.96,4.21,2,Premium,Renovated,521816.0
1671,4,1,2,9,21.53,8.53,9.21,0,Family,Renovated,475640.0
3665,2,1,1,8,8.48,4.2,9.28,1,Suburban,Standard,814640.0
1519,4,1,2,33,28.35,6.39,6.86,2,Suburban,Standard,358094.0
853,4,1,1,32,15.88,6.4,2.0,2,Suburban,Renovated,297356.0
3025,2,3,1,20,25.01,6.82,5.34,3,Premium,Standard,766858.0
3493,3,2,2,29,3.77,2.44,3.21,3,Family,Standard,822378.0
4087,5,2,1,5,16.98,3.35,8.96,3,Premium,Renovated,1025838.0
3943,3,2,2,8,1.96,3.29,2.25,0,Urban,Needs Work,936267.0
1076,1,3,2,34,23.98,4.42,1.49,2,Suburban,Standard,217548.0
3390,4,4,2,18,12.69,3.16,7.34,0,Family,Renovated,823900.0
3653,3,3,2,21,33.27,9.38,5.08,1,Family,Standard,846940.0
3128,3,3,1,18,12.02,6.1,8.55,0,Urban,Standard,669916.0
3560,4,3,3,8,20.17,6.99,1.67,1,Urban,Standard,916065.0
3624,5,3,3,33,9.75,4.86,8.21,0,Suburban,Renovated,866485.0
2235,2,1,3,30,22.08,4.21,1.34,2,Urban,Renovated,514356.0
792,3,4,3,27,16.88,6.03,1.25,0,Family,Renovated,380669.0
2269,1,1,2,14,13.6,4.35,5.15,2,Suburban,Needs Work,519481.0
1366,4,2,3,25,7.93,4.75,2.99,2,Suburban,Renovated,474801.0
1053,3,3,2,38,4.79,5.62,6.34,0,Urban,Renovated,322900.0
1093,2,2,1,25,5.08,6.05,1.23,0,Suburban,Standard,344152.0
3125,4,1,3,19,34.97,9.87,1.32,3,Family,Standard,830104.0
2441,3,4,1,10,15.02,3.79,7.54,2,Suburban,Needs Work,597038.0
2566,3,1,3,20,1.07,5.9,2.89,1,Urban,Renovated,670986.0
3295,3,1,2,14,33.4,3.2,6.91,3,Urban,Needs Work,589550.0
2596,2,4,3,24,1.68,4.8,7.75,0,Family,Standard,660413.0
2886,1,3,2,1,15.23,7.74,1.53,3,Family,Renovated,811646.0
955,5,1,2,7,25.39,3.4,7.93,0,Urban,Renovated,193761.0
3671,1,4,1,31,32.1,6.65,3.42,2,Premium,Renovated,920609.0
2243,2,4,3,15,25.24,5.33,4.51,0,Urban,Standard,523159.0
1201,4,1,1,17,16.76,2.41,1.78,0,Suburban,Standard,320074.0
3537,1,2,2,21,34.13,9.46,8.55,1,Urban,Standard,738773.0
3257,4,2,2,17,2.34,5.31,6.05,0,Family,Needs Work,754327.0
838,4,1,2,30,34.55,8.27,5.54,1,Family,Renovated,247242.0
1335,4,1,1,9,29.88,5.33,9.72,0,Urban,Standard,231167.0
705,2,1,2,30,32.58,9.5,4.01,0,Suburban,Standard,168601.0
1611,1,1,2,8,9.66,4.32,9.02,3,Urban,Needs Work,310878.0
1004,5,2,1,14,5.84,5.3,7.48,3,Suburban,Standard,376043.0
3170,2,2,1,23,23.55,8.07,9.36,3,Urban,Renovated,704393.0
2505,5,1,3,35,18.54,4.75,9.17,0,Suburban,Standard,573370.0
4129,1,2,1,9,18.79,4.91,9.92,1,Family,Needs Work,875919.0
3310,1,1,1,23,32.44,9.96,2.19,1,Urban,Standard,700050.0
2820,4,4,2,2,22.08,6.44,8.16,1,Family,Standard,636694.0
2458,5,1,1,3,11.58,7.52,8.24,1,Urban,Needs Work,607423.0
843,5,4,2,30,14.6,7.15,6.8,2,Suburban,Renovated,348905.0
899,4,3,1,28,5.54,8.62,3.51,1,Suburban,Standard,345516.0
2837,2,4,2,15,7.54,8.89,9.69,1,Family,Needs Work,681934.0
665,5,3,3,24,5.87,6.51,2.84,3,Urban,Renovated,346951.0
800,4,2,2,15,28.55,4.36,5.5,3,Urban,Standard,236060.0
1427,1,3,3,11,24.97,2.18,5.69,1,Premium,Standard,381617.0
3788,1,2,3,17,19.03,6.92,2.46,0,Premium,Standard,976101.0
2279,5,1,1,12,13.73,8.6,7.5,2,Premium,Needs Work,647636.0
3169,2,2,2,32,23.73,5.6,1.8,1,Urban,Standard,683783.0
2111,4,2,1,16,28.64,3.32,7.24,3,Suburban,Renovated,490537.0
1264,1,1,2,12,30.96,4.3,8.64,1,Family,Renovated,257572.0
1967,2,1,1,21,19.6,6.08,4.14,0,Premium,Standard,525863.0
975,2,4,3,30,28.88,8.69,7.38,0,Premium,Standard,352471.0
3384,2,3,1,10,18.38,3.37,2.41,0,Suburban,Standard,779748.0
1301,4,2,2,37,17.13,6.9,8.61,1,Suburban,Standard,327054.0
1986,5,4,1,18,30.42,8.03,9.57,1,Family,Standard,507424.0
4129,5,1,3,26,14.14,9.49,2.37,3,Premium,Standard,1102790.0
2751,4,2,3,38,14.46,2.93,7.23,3,Urban,Standard,566591.0
2277,2,4,3,17,11.37,9.41,5.55,0,Family,Renovated,650406.0
2577,5,3,2,7,18.64,6.81,5.78,3,Suburban,Renovated,737205.0
3433,3,2,1,29,19.52,8.13,7.36,2,Suburban,Standard,805150.0
1553,3,2,3,0,23.46,2.43,5.4,1,Suburban,Renovated,450836.0
2909,4,1,2,18,15.64,6.05,6.4,1,Premium,Needs Work,681839.0
3748,4,1,3,39,8.41,6.98,3.08,1,Suburban,Standard,888006.0
2682,5,1,3,16,30.47,4.45,4.41,0,Suburban,Standard,600585.0
2235,3,4,2,27,12.76,5.45,8.79,3,Premium,Needs Work,616054.0
1165,4,3,3,21,32.38,6.43,1.99,0,Urban,Standard,303659.0
1531,4,2,3,8,8.05,6.42,6.38,0,Family,Standard,443258.0
4008,2,4,2,12,20.04,2.33,2.66,1,Suburban,Standard,893605.0
2571,2,1,1,20,19.24,5.52,8.62,0,Suburban,Standard,542790.0
1719,4,1,1,4,29.17,3.71,6.21,0,Premium,Needs Work,397277.0
2135,1,2,2,16,5.72,9.33,4.63,1,Premium,Needs Work,605014.0
2701,2,4,2,16,31.94,9.81,3.25,1,Suburban,Standard,691243.0
2558,4,3,1,33,19.07,4.4,4.93,0,Premium,Standard,674816.0
3134,5,4,1,4,20.93,3.4,9.62,3,Family,Needs Work,691701.0
1564,3,1,3,33,18.35,3.76,5.58,3,Family,Standard,331797.0
2954,2,4,3,16,2.22,5.82,5.23,2,Family,Standard,817073.0
2221,3,1,1,26,17.9,9.0,7.72,2,Suburban,Standard,535823.0
3989,4,1,2,22,9.96,6.0,4.41,3,Suburban,Renovated,1010960.0
1210,3,3,1,11,12.65,2.44,4.85,1,Suburban,Standard,345377.0
1176,1,1,3,37,23.07,2.32,4.03,1,Urban,Standard,181550.0
2288,3,4,3,8,17.92,3.82,2.36,0,Family,Standard,598338.0
2454,3,4,3,1,4.17,8.74,7.42,2,Suburban,Standard,761545.0
3102,4,3,2,30,3.48,6.97,8.86,0,Suburban,Needs Work,763764.0
2084,5,2,2,24,7.31,6.5,9.15,2,Suburban,Needs Work,550488.0
3893,5,1,3,35,7.49,4.55,8.93,3,Suburban,Renovated,894477.0
2333,4,3,2,18,21.68,9.44,5.07,0,Suburban,Standard,662918.0
1109,2,3,2,0,7.05,4.65,3.56,2,Premium,Standard,441504.0
1073,3,4,3,0,30.98,8.68,6.74,1,Suburban,Standard,344646.0
4105,1,3,2,17,8.13,9.17,9.59,1,Suburban,Standard,965654.0
1126,5,1,3,9,4.1,5.87,7.54,2,Urban,Renovated,411266.0
4014,5,1,2,36,30.78,9.15,5.45,0,Family,Standard,898117.0
1637,5,4,3,4,11.04,4.21,7.2,3,Urban,Needs Work,459641.0
981,2,1,1,35,15.46,7.27,7.95,1,Suburban,Renovated,273733.0
1731,2,4,1,8,33.61,2.7,9.27,1,Suburban,Standard,353700.0
2832,5,1,1,4,33.11,5.79,7.87,3,Suburban,Standard,631721.0
2169,3,3,2,10,25.31,3.74,4.9,0,Family,Standard,486451.0
3438,4,4,3,5,3.34,2.5,3.46,1,Premium,Standard,973650.0
2819,3,2,1,16,21.17,2.03,5.5,3,Family,Standard,613354.0
2072,3,1,1,13,34.63,4.6,3.95,1,Family,Renovated,430213.0
2902,4,4,3,21,33.2,6.72,9.48,0,Urban,Standard,654264.0
4098,5,1,3,21,4.6,5.64,5.57,1,Urban,Standard,954018.0
2111,2,3,2,0,14.46,4.41,5.25,3,Suburban,Needs Work,580272.0
1194,5,4,2,4,11.73,9.93,4.13,3,Suburban,Standard,483751.0
2101,2,3,2,6,5.41,9.52,6.75,3,Suburban,Standard,632838.0
3632,3,1,1,7,24.62,3.01,5.68,1,Urban,Standard,730468.0
1422,5,4,1,3,10.31,5.32,2.16,3,Urban,Standard,471698.0
4019,5,1,3,12,12.73,7.19,8.82,1,Suburban,Renovated,977678.0
2738,5,3,2,21,4.07,7.87,4.23,3,Premium,Standard,895282.0
2785,2,3,3,12,17.93,4.93,4.89,3,Premium,Standard,759754.0
1775,5,2,3,13,6.38,7.97,2.85,0,Family,Renovated,580418.0
3917,5,2,1,18,15.69,2.99,5.98,3,Urban,Renovated,865133.0
778,5,1,1,21,5.87,4.65,7.32,2,Suburban,Renovated,245165.0
1710,1,4,3,13,33.43,7.73,8.93,2,Family,Renovated,425878.0
2135,4,1,1,8,5.93,7.01,1.46,3,Premium,Needs Work,649822.0
2344,5,2,2,16,18.74,8.7,9.76,0,Suburban,Standard,584339.0
2333,4,3,3,0,7.7,2.37,7.33,2,Suburban,Renovated,599170.0
1175,2,3,3,19,3.6,3.4,3.56,0,Urban,Standard,332061.0
1450,4,3,3,37,7.88,2.39,2.84,1,Family,Standard,421869.0
988,1,3,1,15,2.86,3.54,3.66,0,Premium,Renovated,431620.0
2682,3,3,1,4,5.74,2.03,8.88,0,Suburban,Standard,581187.0
1895,4,4,1,28,17.78,6.03,3.62,3,Suburban,Standard,518743.0
2658,3,2,1,5,23.16,6.23,5.17,1,Suburban,Standard,621050.0
2743,4,4,1,7,3.97,7.26,7.35,1,Suburban,Standard,765195.0
3142,2,4,3,5,15.99,5.08,8.85,1,Family,Standard,719003.0
2591,4,4,1,35,20.76,2.03,6.93,2,Suburban,Standard,617203.0
2950,4,4,3,39,8.96,7.39,7.78,2,Urban,Renovated,764992.0
2734,4,4,2,22,13.65,2.43,2.56,2,Suburban,Standard,700369.0
2966,2,1,2,24,3.44,8.93,8.9,3,Family,Standard,761909.0
2839,2,4,1,25,8.48,2.18,3.48,1,Suburban,Renovated,712571.0
1772,2,3,1,24,16.87,6.24,2.16,3,Suburban,Renovated,535494.0
1524,3,2,2,21,34.68,9.16,9.79,3,Premium,Standard,399526.0
3445,3,3,1,39,34.87,6.58,2.81,2,Family,Needs Work,690210.0
1866,2,2,3,29,34.31,6.87,2.23,0,Premium,Standard,471291.0
2599,3,3,1,3,15.38,7.45,6.63,1,Family,Renovated,756086.0
1349,2,4,1,15,3.74,2.98,3.87,2,Urban,Standard,402050.0
2181,2,1,3,38,12.0,7.4,2.2,1,Family,Standard,546060.0
2530,4,2,2,16,9.08,9.04,6.41,1,Family,Standard,654472.0
2872,5,4,1,8,1.48,9.79,7.83,1,Suburban,Standard,859009.0
2518,2,2,3,34,4.24,5.54,8.14,0,Premium,Standard,607532.0
1930,5,4,1,24,16.41,4.76,2.4,0,Urban,Renovated,506670.0
4064,3,1,3,22,12.55,8.03,6.01,3,Suburban,Renovated,993637.0
2470,1,3,3,16,7.13,6.34,8.32,0,Urban,Standard,628919.0
3519,2,4,3,4,25.35,4.06,2.45,3,Urban,Standard,891708.0
3265,1,4,3,15,13.14,3.38,2.87,1,Family,Standard,774708.0
2632,1,1,1,17,29.96,3.36,1.02,3,Suburban,Standard,550410.0
3796,2,4,3,37,9.19,5.67,5.72,1,Suburban,Standard,858755.0
1105,3,2,1,12,19.31,3.36,2.75,3,Suburban,Standard,321567.0
3919,4,2,2,5,7.26,2.16,7.52,2,Suburban,Standard,921614.0
3668,1,2,1,17,17.84,2.42,9.66,3,Suburban,Standard,771800.0
2437,5,3,2,39,6.18,9.44,2.88,0,Suburban,Needs Work,692529.0
3253,2,3,3,19,6.49,2.58,6.84,3,Premium,Standard,827334.0
2496,1,2,2,15,21.82,2.59,2.91,1,Family,Standard,555410.0
1604,4,1,1,26,9.97,5.61,1.16,1,Suburban,Standard,434384.0
3489,4,4,1,25,6.86,3.96,7.83,0,Family,Standard,827730.0
1523,4,1,3,11,32.61,9.7,4.91,3,Premium,Standard,484705.0
1766,1,1,2,38,2.46,9.29,9.52,2,Premium,Renovated,537277.0
2493,1,3,2,23,20.22,5.24,5.81,3,Urban,Renovated,598902.0
3622,2,2,2,2,19.64,5.59,2.42,2,Urban,Standard,855206.0
2012,3,3,1,16,9.52,5.0,5.05,0,Family,Standard,536797.0
2404,5,4,2,36,16.39,2.3,2.83,1,Suburban,Standard,563771.0
797,2,1,2,15,3.98,4.34,8.9,1,Suburban,Standard,189166.0
1061,1,2,3,22,25.52,2.98,7.22,0,Family,Renovated,209289.0
848,5,3,2,24,8.54,2.82,4.07,3,Suburban,Needs Work,249974.0
905,1,4,3,28,7.58,6.49,5.75,3,Family,Needs Work,275871.0
3733,1,3,3,34,11.71,2.79,7.03,2,Suburban,Standard,802954.0
3639,3,2,1,5,31.68,2.82,8.05,2,Family,Standard,783936.0
3567,3,3,2,20,28.08,5.84,1.72,2,Suburban,Standard,857337.0
847,4,4,2,21,33.19,5.54,1.2,2,Urban,Renovated,328088.0
925,5,2,1,6,23.17,3.1,2.03,0,Premium,Needs Work,319951.0
1646,5,4,1,26,23.54,2.04,4.55,2,Urban,Standard,377193.0
2656,2,4,3,4,17.32,3.54,5.2,3,Family,Standard,678870.0
1836,5,2,2,18,31.78,3.89,2.23,3,Premium,Renovated,579547.0
2380,4,1,1,13,18.37,8.4,4.7,2,Urban,Standard,623473.0
1264,1,4,1,6,13.07,9.32,4.97,3,Urban,Standard,414374.0
3244,5,1,1,32,22.77,5.25,1.98,2,Family,Standard,704538.0
1764,1,2,1,9,19.57,5.24,9.25,1,Premium,Standard,396328.0
886,3,1,1,10,5.22,7.7,6.39,1,Family,Renovated,323424.0
3286,4,3,3,34,14.35,7.02,4.5,2,Urban,Standard,741105.0
3854,2,2,3,35,11.65,3.47,5.56,3,Family,Standard,897282.0
702,2,3,2,1,29.79,2.86,3.83,0,Suburban,Renovated,239627.0
2200,3,4,2,11,13.88,5.5,8.69,1,Premium,Standard,611051.0
3586,5,4,3,28,28.93,6.52,6.18,2,Suburban,Standard,837040.0
3156,2,4,3,31,16.04,3.11,5.45,3,Urban,Standard,738715.0
3690,4,1,1,39,26.62,4.35,9.2,1,Family,Renovated,721624.0
2123,3,2,3,22,5.6,4.45,8.54,2,Family,Standard,495774.0
1971,1,1,1,0,32.44,4.09,8.32,0,Suburban,Standard,348252.0
3167,4,4,1,34,17.34,5.69,3.03,1,Family,Standard,773939.0
1195,5,3,2,6,9.83,7.22,2.38,3,Urban,Standard,473207.0
1499,3,2,3,4,9.21,6.08,7.21,2,Urban,Standard,453374.0
2782,1,3,1,26,10.01,3.61,5.22,3,Urban,Standard,646790.0
3023,1,3,1,24,13.47,2.82,7.15,0,Suburban,Standard,638863.0
1074,3,2,1,2,25.4,8.57,7.85,1,Urban,Standard,310463.0
2454,3,2,2,6,33.29,5.83,3.66,3,Suburban,Renovated,616358.0
1945,3,1,3,23,23.75,2.5,3.56,3,Urban,Standard,371494.0
2431,2,2,1,10,19.6,4.06,5.42,3,Premium,Renovated,644555.0
4052,3,2,1,27,16.25,8.43,3.46,1,Family,Standard,932602.0
921,2,4,1,16,29.16,8.01,7.01,3,Premium,Standard,325724.0
4183,4,4,1,23,29.89,9.01,7.72,1,Urban,Needs Work,890299.0
2246,4,4,1,18,10.96,6.82,5.25,3,Family,Standard,624923.0
3390,4,1,2,14,33.42,5.38,7.51,3,Urban,Standard,725831.0
2156,1,4,2,13,14.43,5.41,5.59,1,Family,Standard,587171.0
1753,5,2,2,27,28.2,3.55,7.42,1,Suburban,Renovated,372005.0
3385,1,2,3,20,33.87,7.21,3.02,3,Suburban,Renovated,774624.0
3091,5,4,2,23,24.92,6.68,7.65,1,Urban,Needs Work,675626.0
1161,1,4,1,23,6.49,3.24,7.44,1,Family,Standard,310138.0
3154,3,1,2,8,20.93,9.09,3.4,2,Family,Standard,784616.0
3323,1,2,1,36,5.04,4.95,6.0,3,Premium,Renovated,824717.0
2026,1,3,3,22,27.83,2.4,8.7,0,Family,Standard,393613.0
3936,4,3,1,28,10.56,4.62,3.25,3,Family,Standard,972139.0
2925,4,2,1,35,24.64,8.96,7.62,1,Urban,Standard,640313.0
1834,1,3,3,36,31.94,9.34,9.59,0,Premium,Standard,423741.0
688,5,4,2,26,7.15,5.92,8.8,1,Suburban,Standard,287517.0
3046,2,1,1,31,14.36,9.65,4.61,1,Suburban,Standard,717796.0
1392,2,3,3,18,23.0,9.0,6.46,2,Urban,Needs Work,344428.0
3335,2,3,1,29,15.27,8.6,9.93,2,Family,Needs Work,715571.0
2514,3,4,3,12,6.94,8.88,6.12,0,Premium,Needs Work,772372.0
2306,1,2,3,28,1.99,5.06,2.04,1,Suburban,Standard,606914.0
1231,3,1,2,3,14.82,8.05,1.41,0,Suburban,Renovated,470832.0
3175,2,3,2,36,23.07,6.62,8.11,1,Suburban,Standard,723343.0
1238,1,3,2,9,20.52,7.76,4.81,2,Premium,Renovated,477160.0
2133,2,2,2,26,6.31,3.42,3.22,3,Family,Standard,522156.0
3618,4,4,1,0,16.32,7.85,4.13,0,Suburban,Standard,971531.0
3917,4,4,1,6,13.56,9.66,7.82,2,Suburban,Renovated,1058025.0
