tenure_months,monthly_charges,support_calls,internet_service,contract_type,payment_method,tech_support,paperless_billing,senior_citizen,churn
22,104.87,4,Fiber,One year,Bank transfer,No,Yes,1,1
60,49.89,6,Fiber,Month-to-month,Bank transfer,No,No,0,1
2,115.0,1,None,Month-to-month,Credit card,Yes,No,0,1
1,25.19,3,DSL,One year,Bank transfer,No,No,0,1
57,24.03,2,Fiber,Month-to-month,Mailed check,Yes,Yes,0,1
28,73.92,0,Fiber,Month-to-month,Mailed check,Yes,Yes,0,1
22,27.22,7,DSL,Month-to-month,Credit card,No,Yes,0,1
3,120.63,4,Fiber,Month-to-month,Electronic check,No,Yes,1,1
5,103.76,0,None,Two year,Bank transfer,No,Yes,0,1
25,26.5,3,None,Month-to-month,Bank transfer,Yes,No,0,1
56,84.1,7,DSL,One year,Electronic check,Yes,No,0,1
9,119.75,3,DSL,Month-to-month,Electronic check,No,No,1,1
63,125.61,1,Fiber,One year,Bank transfer,No,Yes,0,1
10,126.54,0,Fiber,Month-to-month,Bank transfer,Yes,Yes,0,1
63,81.65,1,None,One year,Electronic check,No,No,1,1
50,29.72,1,None,Two year,Electronic check,Yes,No,0,1
38,64.01,5,Fiber,Month-to-month,Credit card,No,Yes,0,1
21,20.72,1,Fiber,Month-to-month,Credit card,No,Yes,0,1
67,67.4,5,None,Two year,Mailed check,No,No,0,1
22,111.07,4,None,Month-to-month,Bank transfer,No,Yes,0,1
11,109.91,2,Fiber,Month-to-month,Mailed check,No,Yes,0,1
44,21.55,3,Fiber,Month-to-month,Electronic check,No,Yes,0,1
66,90.13,7,Fiber,Two year,Credit card,Yes,Yes,0,1
33,29.15,2,DSL,Month-to-month,Electronic check,No,Yes,0,1
45,114.9,1,Fiber,Month-to-month,Credit card,No,Yes,1,0
16,127.64,3,DSL,One year,Electronic check,No,Yes,1,1
58,36.63,3,Fiber,Month-to-month,Credit card,Yes,No,0,1
11,113.41,0,DSL,Month-to-month,Mailed check,Yes,Yes,1,1
50,102.76,7,Fiber,Month-to-month,Credit card,Yes,Yes,0,1
4,30.91,4,None,Month-to-month,Mailed check,Yes,Yes,0,1
15,90.67,0,Fiber,Two year,Electronic check,No,Yes,0,1
69,36.09,3,DSL,Two year,Credit card,No,No,0,1
59,47.9,6,DSL,Two year,Electronic check,Yes,No,0,1
36,122.68,0,None,Month-to-month,Electronic check,Yes,Yes,0,1
30,117.8,1,None,Two year,Credit card,No,Yes,0,1
36,116.07,5,Fiber,One year,Mailed check,Yes,Yes,0,1
34,108.89,4,Fiber,Month-to-month,Bank transfer,No,Yes,0,1
37,71.39,1,Fiber,Two year,Electronic check,No,Yes,0,1
37,112.79,7,DSL,One year,Electronic check,No,Yes,0,1
52,68.39,7,Fiber,Two year,Credit card,No,Yes,0,1
34,99.65,5,Fiber,Two year,Credit card,No,Yes,1,1
69,124.46,6,Fiber,Month-to-month,Mailed check,No,Yes,0,1
58,65.07,5,Fiber,Month-to-month,Electronic check,No,Yes,0,1
18,94.14,0,DSL,Two year,Bank transfer,Yes,Yes,0,1
71,110.37,1,Fiber,Month-to-month,Electronic check,Yes,No,0,1
1,56.81,5,DSL,One year,Bank transfer,No,No,0,1
71,107.31,5,DSL,Month-to-month,Bank transfer,No,Yes,0,1
38,106.13,6,Fiber,Month-to-month,Bank transfer,No,Yes,0,1
24,104.52,4,Fiber,Two year,Bank transfer,No,Yes,0,1
51,57.26,2,Fiber,Month-to-month,Electronic check,Yes,No,0,1
25,58.11,7,Fiber,Month-to-month,Credit card,No,Yes,0,1
31,101.95,0,Fiber,Month-to-month,Electronic check,Yes,Yes,1,1
47,101.46,3,DSL,Month-to-month,Credit card,No,Yes,1,1
19,47.73,6,Fiber,Month-to-month,Mailed check,Yes,No,0,1
11,83.46,3,None,Month-to-month,Bank transfer,No,Yes,0,1
38,55.63,4,Fiber,One year,Credit card,No,No,1,1
51,85.14,1,Fiber,One year,Credit card,No,Yes,0,1
53,94.56,2,Fiber,Month-to-month,Credit card,No,Yes,1,1
13,83.33,0,Fiber,Month-to-month,Bank transfer,No,Yes,0,1
33,45.3,1,DSL,One year,Mailed check,No,No,1,1
61,43.72,3,Fiber,Two year,Electronic check,Yes,No,1,1
69,55.8,1,Fiber,Two year,Bank transfer,Yes,Yes,0,0
57,50.96,3,DSL,One year,Electronic check,Yes,Yes,1,1
43,66.38,6,DSL,Month-to-month,Bank transfer,Yes,Yes,0,1
18,88.08,4,Fiber,Month-to-month,Mailed check,No,Yes,0,1
37,115.0,5,None,Month-to-month,Credit card,No,Yes,1,1
53,83.52,6,Fiber,Month-to-month,Mailed check,Yes,Yes,0,1
7,28.17,3,DSL,Month-to-month,Mailed check,No,Yes,1,1
8,114.46,2,Fiber,One year,Electronic check,No,Yes,0,0
39,58.4,0,None,Two year,Electronic check,Yes,Yes,0,1
66,124.74,5,None,Month-to-month,Bank transfer,No,Yes,0,1
7,88.22,4,Fiber,Month-to-month,Electronic check,No,Yes,0,1
11,25.16,3,Fiber,Month-to-month,Credit card,No,Yes,0,1
5,28.44,3,Fiber,Month-to-month,Electronic check,Yes,Yes,0,1
18,88.78,0,Fiber,Two year,Bank transfer,Yes,Yes,0,1
58,41.35,5,None,Month-to-month,Bank transfer,Yes,Yes,1,1
28,112.57,5,Fiber,One year,Credit card,No,No,0,1
62,82.78,6,DSL,Month-to-month,Bank transfer,Yes,No,0,1
7,46.17,5,DSL,Month-to-month,Electronic check,No,Yes,0,1
36,79.46,1,None,One year,Electronic check,Yes,Yes,0,1
20,63.25,7,Fiber,Month-to-month,Bank transfer,No,Yes,0,1
19,55.12,0,None,One year,Electronic check,No,No,0,1
15,122.46,4,Fiber,Month-to-month,Electronic check,No,Yes,0,1
18,43.38,7,None,Two year,Bank transfer,No,Yes,0,0
60,56.56,5,DSL,Month-to-month,Bank transfer,Yes,Yes,0,1
52,40.08,5,DSL,One year,Mailed check,Yes,Yes,0,1
33,126.41,6,DSL,Month-to-month,Credit card,No,Yes,0,1
1,69.95,0,None,Month-to-month,Credit card,No,Yes,0,1
45,72.44,7,DSL,Two year,Electronic check,No,Yes,0,1
45,96.36,5,DSL,Month-to-month,Credit card,No,Yes,0,1
23,125.09,1,Fiber,Month-to-month,Mailed check,Yes,Yes,0,1
32,75.48,5,None,Month-to-month,Mailed check,No,Yes,0,1
22,91.78,7,None,Month-to-month,Bank transfer,Yes,No,0,1
66,128.43,4,DSL,Month-to-month,Electronic check,Yes,No,0,1
63,101.5,2,Fiber,One year,Bank transfer,No,No,0,1
54,126.33,4,Fiber,Month-to-month,Electronic check,No,No,0,1
20,38.44,6,None,Month-to-month,Mailed check,No,Yes,0,1
27,71.26,7,Fiber,One year,Credit card,No,Yes,1,1
26,21.71,5,Fiber,Month-to-month,Credit card,No,Yes,0,1
47,107.56,3,Fiber,Two year,Electronic check,No,Yes,1,1
14,75.64,0,None,Month-to-month,Electronic check,No,No,0,1
9,20.7,5,Fiber,Month-to-month,Credit card,No,No,0,1
6,125.01,6,Fiber,Two year,Electronic check,Yes,No,0,1
5,69.2,0,Fiber,Month-to-month,Credit card,Yes,Yes,0,1
63,90.22,1,Fiber,Month-to-month,Credit card,No,Yes,0,1
54,127.96,6,DSL,One year,Mailed check,No,Yes,0,1
23,81.87,4,Fiber,Two year,Electronic check,No,No,0,1
44,117.81,6,Fiber,Month-to-month,Credit card,Yes,Yes,0,1
69,121.83,7,None,Month-to-month,Bank transfer,Yes,No,0,1
24,66.73,7,Fiber,One year,Credit card,No,Yes,0,1
31,79.96,3,Fiber,Month-to-month,Credit card,No,No,0,1
50,55.13,0,DSL,Month-to-month,Electronic check,Yes,Yes,0,1
12,37.14,0,Fiber,Month-to-month,Electronic check,No,Yes,0,1
63,105.89,4,None,Month-to-month,Mailed check,No,Yes,0,1
25,119.34,0,DSL,Month-to-month,Mailed check,No,No,0,1
15,112.2,1,DSL,Month-to-month,Mailed check,Yes,Yes,0,1
1,125.75,4,None,Month-to-month,Bank transfer,No,Yes,1,1
36,88.88,5,None,Month-to-month,Electronic check,Yes,No,0,1
26,92.14,1,Fiber,Month-to-month,Electronic check,Yes,Yes,1,1
8,107.55,1,Fiber,Two year,Electronic check,Yes,Yes,0,1
38,78.72,7,Fiber,Month-to-month,Credit card,Yes,Yes,0,1
21,22.09,6,None,Month-to-month,Bank transfer,No,Yes,0,1
67,120.66,4,DSL,Month-to-month,Bank transfer,Yes,No,0,1
20,87.62,3,DSL,Month-to-month,Credit card,No,Yes,0,1
9,78.33,1,Fiber,Month-to-month,Mailed check,No,Yes,0,1
40,90.84,2,DSL,Two year,Bank transfer,Yes,Yes,0,1
23,29.95,3,DSL,One year,Credit card,Yes,Yes,1,1
59,54.41,4,Fiber,One year,Credit card,No,No,0,1
2,39.1,3,Fiber,Month-to-month,Bank transfer,No,Yes,0,1
5,70.22,7,None,One year,Mailed check,No,Yes,0,1
30,101.41,7,Fiber,Month-to-month,Mailed check,No,No,0,1
23,24.09,5,DSL,Month-to-month,Credit card,Yes,Yes,0,1
71,90.53,2,None,Month-to-month,Credit card,Yes,Yes,0,1
8,29.55,2,None,One year,Credit card,No,Yes,0,1
55,124.36,1,None,Two year,Electronic check,Yes,Yes,0,1
6,54.49,4,Fiber,One year,Credit card,No,Yes,0,1
30,82.92,5,Fiber,Month-to-month,Credit card,Yes,No,0,1
30,38.32,6,Fiber,One year,Bank transfer,No,Yes,0,1
71,47.94,5,Fiber,Month-to-month,Bank transfer,No,Yes,0,1
19,75.66,2,DSL,Month-to-month,Electronic check,Yes,Yes,0,1
47,95.3,7,DSL,One year,Electronic check,Yes,No,0,1
62,25.52,7,None,Two year,Credit card,Yes,Yes,0,1
41,92.05,0,Fiber,Two year,Electronic check,Yes,No,0,1
35,24.89,1,Fiber,Month-to-month,Credit card,No,Yes,0,1
16,124.95,2,None,Month-to-month,Electronic check,No,No,0,1
22,64.89,1,DSL,Month-to-month,Bank transfer,Yes,Yes,0,1
48,33.05,1,Fiber,Month-to-month,Credit card,No,No,1,1
37,62.62,2,Fiber,One year,Mailed check,No,Yes,0,1
13,125.35,5,DSL,Two year,Mailed check,No,Yes,0,1
22,83.73,0,None,Two year,Credit card,No,No,0,1
12,90.0,1,None,Month-to-month,Credit card,No,Yes,0,1
57,59.85,5,DSL,Month-to-month,Electronic check,Yes,Yes,0,1
1,26.55,1,DSL,Two year,Bank transfer,Yes,Yes,1,1
3,45.28,6,Fiber,Month-to-month,Mailed check,No,Yes,0,1
47,49.22,0,Fiber,Month-to-month,Credit card,Yes,Yes,1,0
44,28.34,0,Fiber,Month-to-month,Mailed check,Yes,No,0,1
53,85.1,0,DSL,Month-to-month,Credit card,No,Yes,0,0
2,64.83,7,DSL,Month-to-month,Bank transfer,Yes,No,0,1
30,68.22,1,DSL,Month-to-month,Electronic check,Yes,Yes,0,1
30,73.18,3,Fiber,Month-to-month,Bank transfer,No,No,0,1
41,38.2,6,Fiber,Month-to-month,Electronic check,No,Yes,0,1
37,109.97,7,DSL,Month-to-month,Mailed check,No,Yes,0,1
64,110.17,1,DSL,Month-to-month,Mailed check,No,Yes,0,1
9,51.36,2,Fiber,Month-to-month,Electronic check,No,Yes,0,1
46,61.83,5,DSL,Two year,Electronic check,Yes,No,0,1
57,67.33,1,Fiber,Month-to-month,Electronic check,Yes,Yes,0,1
14,96.18,2,Fiber,One year,Credit card,No,Yes,0,1
32,118.2,5,Fiber,Month-to-month,Bank transfer,No,Yes,0,1
40,71.0,3,None,Month-to-month,Electronic check,Yes,Yes,1,1
56,77.48,0,Fiber,Month-to-month,Mailed check,No,Yes,0,1
28,87.7,3,DSL,Month-to-month,Bank transfer,No,Yes,0,1
20,56.55,2,None,Two year,Credit card,Yes,No,1,1
39,36.64,4,DSL,Month-to-month,Credit card,Yes,Yes,0,1
34,121.66,1,None,Month-to-month,Electronic check,Yes,Yes,1,1
52,103.16,7,Fiber,Month-to-month,Bank transfer,No,No,0,1
11,55.25,7,Fiber,Month-to-month,Credit card,No,Yes,1,1
33,125.6,0,None,One year,Electronic check,Yes,Yes,0,1
48,126.28,2,Fiber,Month-to-month,Bank transfer,No,No,1,1
11,117.22,4,Fiber,Month-to-month,Bank transfer,Yes,Yes,0,1
11,113.15,5,Fiber,One year,Mailed check,No,No,0,1
42,94.5,5,DSL,One year,Credit card,No,Yes,0,0
41,66.15,1,None,One year,Bank transfer,No,Yes,0,1
33,65.69,6,DSL,Two year,Mailed check,Yes,No,0,1
47,127.77,4,DSL,Month-to-month,Bank transfer,No,Yes,0,1
15,73.76,5,Fiber,One year,Electronic check,Yes,No,0,1
30,74.85,0,Fiber,Month-to-month,Electronic check,Yes,Yes,0,1
49,50.45,1,Fiber,Month-to-month,Credit card,Yes,Yes,1,1
59,32.45,1,Fiber,Month-to-month,Mailed check,Yes,Yes,0,1
57,120.45,5,Fiber,Two year,Bank transfer,Yes,Yes,1,1
71,75.31,0,DSL,One year,Electronic check,No,Yes,0,1
71,94.69,6,DSL,Month-to-month,Electronic check,Yes,Yes,0,1
55,21.29,3,Fiber,One year,Mailed check,Yes,Yes,0,0
71,90.91,5,Fiber,Two year,Electronic check,Yes,Yes,0,1
12,99.74,5,Fiber,Two year,Mailed check,No,Yes,0,1
18,34.04,3,DSL,One year,Mailed check,No,Yes,0,1
11,70.22,7,DSL,Month-to-month,Electronic check,No,Yes,0,1
47,71.59,7,Fiber,One year,Bank transfer,No,Yes,0,1
18,39.09,7,Fiber,Month-to-month,Electronic check,Yes,Yes,0,1
27,95.22,2,Fiber,One year,Electronic check,No,No,0,1
26,96.63,5,Fiber,One year,Credit card,No,Yes,0,1
19,107.06,5,Fiber,Month-to-month,Electronic check,Yes,No,0,1
49,43.67,5,Fiber,Month-to-month,Credit card,No,Yes,0,1
58,121.53,0,DSL,Two year,Electronic check,No,Yes,0,1
66,89.55,0,DSL,Month-to-month,Credit card,No,No,0,1
22,116.63,3,Fiber,One year,Credit card,No,No,0,1
45,32.82,7,Fiber,Month-to-month,Electronic check,No,Yes,0,1
48,39.81,4,DSL,One year,Electronic check,No,Yes,0,1
71,82.37,1,Fiber,Month-to-month,Credit card,Yes,No,0,1
16,23.14,5,Fiber,Month-to-month,Electronic check,No,No,0,1
55,104.87,2,Fiber,Month-to-month,Electronic check,No,No,0,1
56,42.85,2,Fiber,Month-to-month,Bank transfer,No,Yes,0,1
31,113.79,4,DSL,One year,Electronic check,Yes,Yes,0,1
53,57.28,5,Fiber,One year,Electronic check,Yes,Yes,0,1
2,108.43,4,Fiber,Month-to-month,Electronic check,Yes,No,0,1
25,44.18,0,None,Two year,Bank transfer,Yes,No,0,0
64,97.14,1,DSL,Month-to-month,Bank transfer,Yes,Yes,0,1
60,25.04,3,Fiber,Two year,Mailed check,No,Yes,0,1
52,56.4,3,Fiber,Month-to-month,Mailed check,Yes,Yes,0,1
52,63.85,0,Fiber,Month-to-month,Bank transfer,No,No,1,1
14,114.45,6,None,Two year,Credit card,Yes,Yes,0,1
31,88.25,0,DSL,Two year,Electronic check,No,Yes,0,1
14,24.19,3,None,Month-to-month,Bank transfer,No,Yes,0,1
54,76.73,1,DSL,Month-to-month,Electronic check,Yes,Yes,1,1
29,67.89,3,DSL,Month-to-month,Credit card,No,Yes,1,1
41,32.93,1,Fiber,One year,Electronic check,Yes,Yes,0,1
22,50.65,7,Fiber,Month-to-month,Electronic check,No,Yes,1,1
19,59.18,1,Fiber,Month-to-month,Bank transfer,No,No,0,1
33,59.82,2,Fiber,Two year,Electronic check,Yes,No,0,1
59,42.16,2,None,Two year,Bank transfer,No,Yes,0,0
54,96.38,5,Fiber,Month-to-month,Electronic check,No,Yes,1,1
4,26.64,4,None,One year,Credit card,No,Yes,1,1
27,34.5,3,Fiber,One year,Credit card,No,No,0,1
36,121.04,7,Fiber,Month-to-month,Bank transfer,Yes,No,0,1
21,53.84,4,None,Two year,Electronic check,Yes,Yes,1,1
68,95.89,0,Fiber,Month-to-month,Bank transfer,Yes,Yes,0,1
10,110.98,0,DSL,Two year,Bank transfer,Yes,Yes,0,1
66,98.01,0,Fiber,Month-to-month,Bank transfer,No,No,0,1
38,48.33,5,DSL,One year,Electronic check,No,Yes,0,1
19,89.25,7,DSL,Two year,Electronic check,No,Yes,0,1
20,82.89,0,DSL,Month-to-month,Electronic check,Yes,No,0,1
25,123.34,3,DSL,Month-to-month,Credit card,No,Yes,0,1
10,22.92,0,Fiber,Month-to-month,Mailed check,No,Yes,0,1
13,65.94,6,None,Month-to-month,Electronic check,Yes,No,0,1
19,123.62,2,DSL,Two year,Credit card,No,Yes,0,1
71,70.75,2,Fiber,Month-to-month,Bank transfer,Yes,Yes,1,1
14,128.69,6,Fiber,Month-to-month,Credit card,No,Yes,0,1
12,97.75,6,DSL,Month-to-month,Electronic check,No,Yes,0,1
49,53.97,5,Fiber,Two year,Mailed check,Yes,Yes,0,1
1,128.75,4,Fiber,Month-to-month,Bank transfer,No,Yes,0,1
34,81.24,0,Fiber,Two year,Bank transfer,No,Yes,0,1
27,21.64,7,DSL,Month-to-month,Electronic check,No,Yes,0,1
16,119.86,1,DSL,Two year,Mailed check,No,Yes,1,1
63,60.36,2,Fiber,Two year,Bank transfer,No,Yes,0,1
69,95.39,0,Fiber,Month-to-month,Electronic check,Yes,Yes,0,1
29,84.43,4,Fiber,Month-to-month,Credit card,No,Yes,0,1
60,99.01,0,Fiber,Month-to-month,Credit card,No,Yes,0,1
18,105.31,0,DSL,One year,Bank transfer,Yes,No,0,1
39,129.95,0,Fiber,Month-to-month,Bank transfer,No,Yes,0,1
18,99.53,6,Fiber,Month-to-month,Credit card,Yes,No,0,1
56,128.49,1,DSL,Two year,Electronic check,No,Yes,0,1
6,23.18,1,Fiber,Month-to-month,Bank transfer,No,Yes,0,1
60,108.28,4,Fiber,Two year,Bank transfer,No,Yes,0,1
19,122.91,7,Fiber,One year,Mailed check,Yes,Yes,0,1
16,62.22,2,DSL,Two year,Mailed check,Yes,Yes,0,1
50,73.39,4,DSL,Month-to-month,Credit card,Yes,No,0,0
57,24.17,5,DSL,One year,Mailed check,No,No,0,1
26,44.77,0,DSL,Month-to-month,Mailed check,No,Yes,0,1
42,47.2,3,None,Month-to-month,Electronic check,No,No,0,1
43,106.69,1,Fiber,Month-to-month,Mailed check,No,Yes,0,1
6,106.68,1,DSL,One year,Credit card,Yes,Yes,0,1
5,27.86,7,Fiber,Two year,Electronic check,No,Yes,0,1
6,120.86,5,DSL,One year,Electronic check,Yes,Yes,0,1
8,127.96,6,DSL,One year,Electronic check,No,Yes,0,1
54,123.51,1,DSL,Two year,Mailed check,No,Yes,1,1
15,89.71,1,Fiber,Month-to-month,Bank transfer,Yes,No,0,1
22,118.11,6,Fiber,Month-to-month,Bank transfer,Yes,Yes,1,1
71,82.24,5,DSL,Month-to-month,Electronic check,No,Yes,0,1
62,104.18,0,Fiber,Month-to-month,Bank transfer,No,No,0,1
23,30.63,6,DSL,Month-to-month,Bank transfer,No,Yes,0,1
50,128.73,4,DSL,Month-to-month,Electronic check,Yes,Yes,0,1
46,48.88,2,DSL,Month-to-month,Mailed check,Yes,Yes,0,1
66,113.25,3,DSL,One year,Bank transfer,No,Yes,0,1
44,31.72,1,None,Month-to-month,Credit card,Yes,Yes,0,1
39,97.75,0,DSL,Month-to-month,Electronic check,Yes,No,0,1
63,23.15,2,DSL,Month-to-month,Bank transfer,No,No,1,1
68,72.13,1,DSL,Month-to-month,Electronic check,No,No,0,1
12,27.45,5,None,One year,Electronic check,No,No,1,1
2,68.9,6,DSL,Two year,Bank transfer,Yes,Yes,0,1
13,41.74,5,Fiber,Two year,Electronic check,No,Yes,0,1
49,34.02,4,Fiber,Two year,Electronic check,No,Yes,1,1
39,61.1,7,DSL,Month-to-month,Electronic check,No,Yes,0,1
26,109.16,0,Fiber,Month-to-month,Bank transfer,No,No,0,1
65,87.83,7,Fiber,Two year,Electronic check,No,No,0,1
35,110.41,0,Fiber,One year,Bank transfer,Yes,Yes,0,1
48,96.64,1,Fiber,Month-to-month,Electronic check,No,Yes,0,1
40,34.32,6,Fiber,Month-to-month,Bank transfer,No,Yes,1,1
59,125.18,3,Fiber,Month-to-month,Bank transfer,Yes,No,0,1
47,91.93,0,DSL,Month-to-month,Electronic check,No,Yes,0,1
21,108.21,5,Fiber,Month-to-month,Bank transfer,No,Yes,0,1
12,83.63,5,Fiber,Month-to-month,Electronic check,No,No,0,1
48,37.65,6,Fiber,One year,Bank transfer,Yes,Yes,1,1
36,111.78,2,DSL,Month-to-month,Electronic check,Yes,Yes,0,1
21,60.0,4,Fiber,Month-to-month,Electronic check,Yes,Yes,0,1
51,98.23,4,DSL,Month-to-month,Credit card,Yes,Yes,0,1
14,67.06,3,Fiber,One year,Electronic check,Yes,Yes,1,1
13,65.48,2,Fiber,Month-to-month,Electronic check,No,No,0,1
18,76.41,4,Fiber,Two year,Electronic check,No,Yes,0,1
5,22.68,1,None,Month-to-month,Bank transfer,Yes,Yes,0,1
65,108.85,6,None,Month-to-month,Credit card,Yes,Yes,0,1
59,41.83,1,Fiber,Two year,Electronic check,Yes,Yes,0,0
37,97.3,2,Fiber,One year,Bank transfer,Yes,Yes,0,1
23,111.76,1,Fiber,Month-to-month,Mailed check,No,Yes,0,1
68,97.45,0,Fiber,Two year,Electronic check,Yes,Yes,1,1
18,97.95,6,None,One year,Credit card,Yes,Yes,0,1
60,125.75,3,DSL,Month-to-month,Bank transfer,Yes,Yes,0,1
20,111.05,1,Fiber,Two year,Bank transfer,No,No,1,1
9,60.01,1,Fiber,Month-to-month,Electronic check,No,Yes,0,1
67,72.98,2,DSL,Month-to-month,Credit card,Yes,No,0,1
21,20.5,3,DSL,Two year,Credit card,No,No,1,1
46,25.79,6,Fiber,Month-to-month,Mailed check,No,Yes,0,1
43,79.18,6,None,Two year,Electronic check,Yes,Yes,0,1
67,100.84,7,Fiber,Two year,Credit card,Yes,Yes,1,1
30,88.0,3,Fiber,Two year,Electronic check,No,Yes,0,1
57,76.6,2,DSL,Month-to-month,Electronic check,No,Yes,0,1
12,110.0,0,None,Two year,Electronic check,No,Yes,0,1
62,57.62,0,None,Month-to-month,Credit card,Yes,Yes,0,1
31,44.18,4,DSL,Month-to-month,Credit card,Yes,Yes,0,1
7,29.89,7,Fiber,Month-to-month,Bank transfer,Yes,No,0,1
2,106.26,4,None,One year,Bank transfer,Yes,No,0,1
8,123.89,2,None,Month-to-month,Bank transfer,Yes,Yes,0,1
31,40.24,1,Fiber,One year,Mailed check,Yes,Yes,0,1
64,93.93,5,DSL,One year,Electronic check,No,Yes,1,1
36,44.51,4,Fiber,Month-to-month,Bank transfer,No,Yes,0,1
51,49.07,5,Fiber,Two year,Electronic check,No,No,0,1
31,53.39,4,DSL,Two year,Bank transfer,No,Yes,0,1
56,74.41,0,DSL,Month-to-month,Electronic check,No,Yes,1,1
11,30.47,7,Fiber,Month-to-month,Credit card,Yes,Yes,0,1
38,113.26,0,DSL,One year,Credit card,No,No,0,1
33,56.33,2,Fiber,Month-to-month,Mailed check,No,Yes,0,1
20,109.55,7,Fiber,Month-to-month,Electronic check,No,Yes,0,1
39,122.48,6,None,Two year,Electronic check,No,Yes,0,1
32,85.86,7,Fiber,Month-to-month,Credit card,Yes,No,0,1
66,104.81,0,DSL,Month-to-month,Credit card,No,Yes,0,1
69,36.5,7,Fiber,Month-to-month,Bank transfer,Yes,Yes,0,1
46,64.95,1,Fiber,Month-to-month,Credit card,Yes,Yes,0,1
60,29.25,4,DSL,One year,Bank transfer,Yes,Yes,1,0
55,43.43,0,None,Month-to-month,Electronic check,No,Yes,0,1
26,105.93,3,Fiber,One year,Credit card,No,Yes,0,1
42,50.08,7,DSL,Two year,Credit card,Yes,Yes,0,1
37,83.7,0,DSL,Two year,Electronic check,No,Yes,1,1
12,129.45,1,Fiber,Month-to-month,Electronic check,Yes,No,0,1
45,123.86,0,DSL,Month-to-month,Electronic check,Yes,No,0,1
44,56.06,1,None,Month-to-month,Bank transfer,Yes,Yes,0,1
37,121.32,0,DSL,Month-to-month,Mailed check,Yes,No,0,1
7,106.44,0,None,One year,Electronic check,No,Yes,0,1
27,61.84,0,None,Month-to-month,Electronic check,No,No,0,1
24,111.39,2,Fiber,Month-to-month,Electronic check,Yes,Yes,0,1
41,59.67,0,DSL,Month-to-month,Credit card,No,Yes,0,1
48,89.09,4,DSL,Month-to-month,Electronic check,No,Yes,0,1
42,31.0,1,Fiber,Month-to-month,Mailed check,Yes,Yes,0,1
53,92.88,4,Fiber,Month-to-month,Credit card,No,Yes,0,1
31,26.19,6,DSL,One year,Credit card,Yes,No,0,1
5,83.67,2,Fiber,Two year,Mailed check,Yes,No,0,1
8,123.31,3,Fiber,Month-to-month,Electronic check,No,No,0,1
41,23.3,4,Fiber,Month-to-month,Bank transfer,No,Yes,0,1
48,100.23,5,None,One year,Electronic check,No,Yes,0,1
35,83.72,1,Fiber,Month-to-month,Electronic check,No,Yes,0,1
61,71.01,6,Fiber,Month-to-month,Electronic check,Yes,Yes,0,1
16,87.45,5,DSL,Month-to-month,Credit card,No,Yes,0,1
13,112.8,4,Fiber,Month-to-month,Electronic check,No,Yes,0,1
16,92.34,1,None,One year,Electronic check,Yes,No,0,1
45,69.0,2,DSL,One year,Credit card,No,Yes,1,1
56,42.19,4,DSL,Month-to-month,Bank transfer,No,Yes,0,1
28,65.97,0,Fiber,Month-to-month,Mailed check,Yes,Yes,0,1
46,57.44,5,Fiber,One year,Electronic check,No,Yes,0,1
35,49.96,5,DSL,Two year,Electronic check,No,Yes,0,1
68,35.85,1,None,Two year,Credit card,Yes,No,1,1
46,121.72,6,None,One year,Electronic check,Yes,Yes,1,1
68,83.92,6,DSL,Month-to-month,Credit card,No,No,0,1
16,49.03,0,DSL,One year,Credit card,Yes,Yes,1,1
50,54.57,7,DSL,Month-to-month,Bank transfer,Yes,Yes,1,1
24,77.4,4,Fiber,Month-to-month,Credit card,No,Yes,0,1
20,58.48,0,Fiber,Two year,Credit card,No,No,0,1
40,106.14,2,Fiber,One year,Electronic check,No,No,0,1
60,104.3,5,Fiber,Month-to-month,Electronic check,No,Yes,0,1
53,62.33,7,DSL,Month-to-month,Credit card,No,Yes,0,1
54,48.19,5,Fiber,Two year,Credit card,Yes,Yes,1,1
21,115.39,4,DSL,Month-to-month,Electronic check,Yes,No,0,1
33,97.85,3,Fiber,Month-to-month,Bank transfer,Yes,No,0,1
31,89.92,6,Fiber,Two year,Bank transfer,No,No,1,1
58,38.93,6,Fiber,Month-to-month,Mailed check,No,No,0,1
18,22.45,2,DSL,Month-to-month,Electronic check,No,Yes,1,1
10,90.08,3,DSL,Two year,Mailed check,Yes,Yes,0,1
23,114.6,7,Fiber,Month-to-month,Mailed check,No,No,0,1
54,94.88,4,DSL,Month-to-month,Mailed check,Yes,Yes,0,1
26,56.12,7,Fiber,Month-to-month,Mailed check,No,Yes,0,1
61,63.18,0,DSL,One year,Credit card,No,Yes,0,1
34,45.47,7,DSL,One year,Electronic check,No,Yes,0,1
25,20.59,4,Fiber,One year,Mailed check,No,Yes,0,1
3,104.08,2,Fiber,Month-to-month,Bank transfer,No,No,1,1
52,45.06,5,None,One year,Electronic check,Yes,No,0,1
26,102.32,2,Fiber,One year,Electronic check,Yes,Yes,0,1
58,109.28,4,DSL,Month-to-month,Credit card,No,Yes,0,1
56,22.77,3,None,One year,Bank transfer,Yes,Yes,0,0
69,64.91,1,None,Month-to-month,Electronic check,Yes,Yes,1,1
22,120.1,4,Fiber,Month-to-month,Bank transfer,Yes,No,0,1
51,68.37,3,Fiber,Month-to-month,Electronic check,Yes,No,0,1
60,47.37,5,DSL,Month-to-month,Mailed check,Yes,Yes,1,1
25,31.05,1,DSL,Month-to-month,Electronic check,Yes,Yes,1,1
